.5,2.5,.5,1.5
.5,6.5,.5,5.5
.5,7.5,.5,6.5
.5,8.5,.5,7.5
.5,9.5,.5,8.5
.5,10.5,.5,9.5
.5,11.5,.5,10.5

#Layer: x = 2.5
2.5,9.5,2.5,8.5

#Layer: x = 3.5
3.5,1.5,3.5,.5

#Layer: x = 6.5
6.5,3.5,6.5,2.5
6.5,4.5,6.5,3.5
6.5,5.5,6.5,4.5
6.5,6.5,6.5,5.5
6.5,7.5,6.5,6.5

#Layer: x = 8.5
8.5,.5,8.5,-.5
8.5,1.5,8.5,.5
8.5,3.5,8.5,2.5
8.5,4.5,8.5,3.5
8.5,5.5,8.5,4.5

#Layer: x = 9.5
9.5,12.5,9.5,11.5

#Layer: x = 11.5
11.5,.5,11.5,-.5
11.5,1.5,11.5,.5
11.5,2.5,11.5,1.5
11.5,4.5,11.5,3.5
11.5,5.5,11.5,4.5
11.5,6.5,11.5,5.5
11.5,8.5,11.5,7.5
11.5,10.5,11.5,9.5
11.5,11.5,11.5,10.5


#Goal (Color: Green)
C0,255,0
10.5,11.5,10.5,12.5
10.5,12.5,11.5,12.5
11.5,12.5,11.5,11.5
